epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,9326.76,1.02041,0.56246,1.00089,0.9664,0.94121,0.96793,0.70656,1.07379,0.53971,0.94178,0.003895,0.003895,0.003895
187,9376.85,1.00663,0.55809,0.99851,0.96787,0.94578,0.9695,0.70445,1.0847,0.53344,0.94426,0.003862,0.003862,0.003862
188,9427.02,1.0091,0.55575,0.99536,0.96335,0.94521,0.96932,0.70236,1.09114,0.53358,0.94435,0.003829,0.003829,0.003829
189,9477.11,1.01258,0.55771,0.99968,0.96109,0.94463,0.96877,0.70209,1.09183,0.53343,0.94229,0.003796,0.003796,0.003796
190,9527.33,1.00179,0.55308,0.99173,0.96604,0.94178,0.96755,0.70306,1.08647,0.53034,0.93993,0.003763,0.003763,0.003763
191,9577.51,1.01808,0.56353,0.99777,0.96322,0.94178,0.96749,0.70294,1.08534,0.53372,0.94017,0.00373,0.00373,0.00373
192,9627.64,1.00672,0.55283,0.99391,0.96796,0.93436,0.96473,0.70705,1.07812,0.53342,0.9415,0.003697,0.003697,0.003697
193,9677.73,0.99835,0.55445,0.98833,0.966,0.94064,0.96683,0.70807,1.07678,0.53644,0.94078,0.003664,0.003664,0.003664
194,9727.82,1.00079,0.554,0.99524,0.9651,0.94692,0.97026,0.70773,1.07629,0.53455,0.94142,0.003631,0.003631,0.003631
195,9777.99,1.00482,0.54867,0.99532,0.96389,0.94463,0.96887,0.70794,1.07297,0.53424,0.94239,0.003598,0.003598,0.003598
196,9828.16,1.0045,0.55533,0.99625,0.97109,0.93664,0.968,0.7064,1.07689,0.53353,0.94132,0.003565,0.003565,0.003565
197,9878.26,1.00232,0.54924,0.99245,0.96344,0.94007,0.96629,0.70588,1.07232,0.5301,0.94094,0.003532,0.003532,0.003532
198,9928.4,1.00185,0.54519,0.99594,0.96999,0.94007,0.9675,0.70927,1.07323,0.52794,0.94056,0.003499,0.003499,0.003499
199,9978.53,1.00124,0.54989,0.99283,0.96835,0.94292,0.96862,0.70724,1.07134,0.52749,0.94019,0.003466,0.003466,0.003466
200,10028.7,0.99158,0.54358,0.9888,0.97334,0.93776,0.96865,0.7073,1.07109,0.52732,0.94009,0.003433,0.003433,0.003433
201,10078.7,1.00113,0.54466,0.99565,0.97387,0.93599,0.96717,0.70752,1.06506,0.52845,0.94016,0.0034,0.0034,0.0034
202,10128.8,0.98849,0.54537,0.98651,0.9712,0.94328,0.9699,0.71059,1.06292,0.52536,0.93922,0.003367,0.003367,0.003367
203,10179,0.99458,0.54438,0.98681,0.97633,0.94158,0.96942,0.70949,1.07018,0.52433,0.93928,0.003334,0.003334,0.003334
204,10229.2,0.99603,0.54524,0.98799,0.96675,0.94585,0.97106,0.71123,1.06238,0.52417,0.93834,0.003301,0.003301,0.003301
205,10279.4,0.99236,0.54187,0.98556,0.96821,0.94406,0.97085,0.71175,1.05953,0.52533,0.93794,0.003268,0.003268,0.003268
206,10329.5,0.99185,0.54089,0.98802,0.96495,0.95034,0.97172,0.71255,1.06072,0.52206,0.93703,0.003235,0.003235,0.003235
207,10379.7,0.98641,0.53479,0.9814,0.96675,0.94584,0.97043,0.70945,1.07154,0.51884,0.93702,0.003202,0.003202,0.003202
208,10429.8,0.97849,0.53708,0.98409,0.96456,0.94749,0.97059,0.7103,1.06791,0.51516,0.93776,0.003169,0.003169,0.003169
209,10479.9,0.98772,0.53645,0.98604,0.97161,0.93769,0.96922,0.71067,1.06258,0.51677,0.93793,0.003136,0.003136,0.003136
210,10530.1,0.98087,0.53131,0.98552,0.9623,0.94692,0.96998,0.71251,1.06115,0.51793,0.93682,0.003103,0.003103,0.003103
211,10580.3,0.98694,0.5366,0.98926,0.96243,0.95034,0.97183,0.71485,1.06085,0.51678,0.93665,0.00307,0.00307,0.00307
212,10630.5,0.98412,0.53381,0.98679,0.96331,0.94806,0.97114,0.71497,1.06465,0.51598,0.93814,0.003037,0.003037,0.003037
213,10680.6,0.97633,0.52792,0.98113,0.962,0.95377,0.97314,0.71274,1.06698,0.51534,0.93947,0.003004,0.003004,0.003004
214,10730.7,0.97244,0.52672,0.9823,0.97129,0.94603,0.97307,0.71358,1.06471,0.51424,0.93901,0.002971,0.002971,0.002971
215,10780.9,0.97093,0.52855,0.98481,0.96739,0.94977,0.97182,0.71348,1.06342,0.51341,0.93953,0.002938,0.002938,0.002938
216,10831,0.98049,0.52458,0.99009,0.96968,0.9492,0.97162,0.71375,1.06414,0.51302,0.94025,0.002905,0.002905,0.002905
217,10881.2,0.97388,0.52261,0.98479,0.97095,0.95377,0.97364,0.71515,1.06199,0.51211,0.93919,0.002872,0.002872,0.002872
218,10931.4,0.96769,0.52286,0.98137,0.97042,0.95491,0.97399,0.71563,1.06133,0.51106,0.9389,0.002839,0.002839,0.002839
219,10981.5,0.97214,0.52607,0.98251,0.96898,0.95148,0.97289,0.71456,1.0621,0.51135,0.93929,0.002806,0.002806,0.002806
220,11031.6,0.96659,0.532,0.98161,0.97198,0.95049,0.97349,0.71411,1.06222,0.51166,0.93961,0.002773,0.002773,0.002773
221,11081.7,0.96545,0.52875,0.97746,0.96868,0.9532,0.97345,0.71494,1.05931,0.51058,0.93935,0.00274,0.00274,0.00274
222,11131.8,0.95154,0.51799,0.97315,0.96977,0.95205,0.97313,0.71561,1.06078,0.511,0.93886,0.002707,0.002707,0.002707
223,11182,0.97055,0.52325,0.97823,0.9709,0.95205,0.97323,0.71547,1.0643,0.51198,0.93919,0.002674,0.002674,0.002674
224,11232.1,0.96634,0.51942,0.98013,0.97263,0.9532,0.97379,0.71607,1.06275,0.51032,0.93886,0.002641,0.002641,0.002641
225,11282.2,0.96703,0.52214,0.9806,0.97431,0.95263,0.97379,0.71629,1.06254,0.50991,0.93882,0.002608,0.002608,0.002608
226,11332.4,0.95353,0.5115,0.97256,0.97031,0.95148,0.97317,0.7166,1.06144,0.5094,0.93905,0.002575,0.002575,0.002575
227,11382.6,0.95972,0.51403,0.97588,0.9692,0.95205,0.97345,0.71737,1.06059,0.5108,0.93921,0.002542,0.002542,0.002542
228,11432.7,0.94743,0.50904,0.96947,0.9686,0.95091,0.97304,0.7169,1.0587,0.50981,0.93844,0.002509,0.002509,0.002509
229,11483,0.95843,0.5142,0.97427,0.97579,0.94325,0.97273,0.71743,1.0601,0.51041,0.93847,0.002476,0.002476,0.002476
230,11533.3,0.95279,0.5099,0.97672,0.9709,0.94406,0.97253,0.71639,1.06012,0.51049,0.93768,0.002443,0.002443,0.002443
231,11583.4,0.95824,0.51376,0.97372,0.96698,0.95263,0.97377,0.71724,1.05991,0.50852,0.93719,0.00241,0.00241,0.00241
232,11633.5,0.95906,0.51627,0.9696,0.9658,0.95091,0.97284,0.71853,1.05559,0.5071,0.93658,0.002377,0.002377,0.002377
233,11683.8,0.94646,0.5072,0.97186,0.9664,0.95205,0.97321,0.7184,1.05526,0.50414,0.93643,0.002344,0.002344,0.002344
234,11733.9,0.94914,0.50638,0.96932,0.9751,0.94121,0.97261,0.71856,1.0542,0.5041,0.9357,0.002311,0.002311,0.002311
235,11784.1,0.96405,0.51367,0.97602,0.96857,0.94977,0.97192,0.71836,1.05589,0.50321,0.93563,0.002278,0.002278,0.002278
236,11834.2,0.95357,0.50491,0.97322,0.968,0.94977,0.97227,0.71751,1.05757,0.50247,0.93488,0.002245,0.002245,0.002245
237,11884.4,0.94375,0.505,0.96824,0.96632,0.94977,0.97203,0.71785,1.05742,0.50259,0.93455,0.002212,0.002212,0.002212
238,11934.5,0.94104,0.50391,0.96534,0.96856,0.94806,0.97237,0.71808,1.05561,0.50149,0.93387,0.002179,0.002179,0.002179
239,11984.5,0.95461,0.50535,0.97457,0.96846,0.94632,0.97141,0.71803,1.05347,0.50168,0.93367,0.002146,0.002146,0.002146
240,12034.7,0.9459,0.50309,0.96884,0.97124,0.94433,0.97098,0.71709,1.05262,0.50235,0.93376,0.002113,0.002113,0.002113
241,12084.8,0.93677,0.49351,0.96604,0.96855,0.9492,0.97143,0.71777,1.05148,0.50227,0.93383,0.00208,0.00208,0.00208
242,12134.9,0.93771,0.4958,0.96614,0.96911,0.9492,0.97157,0.71857,1.05091,0.50282,0.93393,0.002047,0.002047,0.002047
243,12185.1,0.93685,0.48966,0.96242,0.968,0.94977,0.972,0.71889,1.05123,0.50363,0.9344,0.002014,0.002014,0.002014
244,12235.3,0.93802,0.49681,0.96498,0.96857,0.94977,0.97209,0.71935,1.05199,0.50424,0.93448,0.001981,0.001981,0.001981
245,12285.5,0.94145,0.51163,0.96755,0.96688,0.94977,0.97193,0.71873,1.05218,0.50511,0.93472,0.001948,0.001948,0.001948
246,12335.6,0.93344,0.49768,0.96213,0.96855,0.9492,0.97171,0.7182,1.05298,0.50469,0.93492,0.001915,0.001915,0.001915
247,12385.8,0.93952,0.49603,0.96251,0.9691,0.94863,0.97141,0.71822,1.05238,0.50483,0.93536,0.001882,0.001882,0.001882
248,12435.9,0.9328,0.49293,0.96457,0.96971,0.95034,0.97234,0.71932,1.05167,0.50445,0.93539,0.001849,0.001849,0.001849
249,12486,0.93992,0.498,0.96493,0.96975,0.95148,0.97275,0.71888,1.05243,0.50358,0.9356,0.001816,0.001816,0.001816
250,12536,0.9218,0.49556,0.95674,0.9709,0.95205,0.97296,0.71943,1.0527,0.50286,0.93586,0.001783,0.001783,0.001783
251,12586.2,0.93103,0.497,0.9642,0.96864,0.95205,0.97276,0.71943,1.05189,0.50255,0.93573,0.00175,0.00175,0.00175
252,12636.2,0.92874,0.48983,0.96022,0.9692,0.95205,0.9729,0.71998,1.05098,0.50097,0.93566,0.001717,0.001717,0.001717
253,12686.4,0.9237,0.49224,0.9642,0.96862,0.95148,0.9726,0.72039,1.05039,0.50101,0.93567,0.001684,0.001684,0.001684
254,12736.6,0.92437,0.48717,0.96214,0.96862,0.95148,0.97255,0.72054,1.05011,0.50038,0.93552,0.001651,0.001651,0.001651
255,12786.8,0.93631,0.49731,0.96703,0.96806,0.95148,0.97219,0.71967,1.0496,0.49935,0.93515,0.001618,0.001618,0.001618
256,12837,0.91804,0.4863,0.9565,0.96746,0.95034,0.97169,0.72063,1.04862,0.49813,0.9348,0.001585,0.001585,0.001585
257,12887.3,0.92809,0.49226,0.96331,0.96864,0.95205,0.97245,0.72094,1.05035,0.49739,0.93481,0.001552,0.001552,0.001552
258,12937.5,0.92425,0.48535,0.95917,0.96806,0.95148,0.97224,0.71994,1.05139,0.49702,0.93484,0.001519,0.001519,0.001519
259,12987.6,0.91018,0.47452,0.952,0.96752,0.95205,0.97267,0.72022,1.05213,0.49572,0.9352,0.001486,0.001486,0.001486
260,13037.8,0.91983,0.48502,0.95956,0.96853,0.94977,0.97234,0.71937,1.05228,0.49437,0.93511,0.001453,0.001453,0.001453
261,13087.9,0.91198,0.48207,0.95844,0.96698,0.95263,0.97284,0.72048,1.05091,0.49385,0.93486,0.00142,0.00142,0.00142
262,13138,0.92111,0.48076,0.9581,0.96699,0.9532,0.97314,0.72049,1.05077,0.49398,0.93459,0.001387,0.001387,0.001387
263,13188.1,0.90973,0.48167,0.95645,0.96853,0.95263,0.97314,0.72055,1.04981,0.49289,0.93462,0.001354,0.001354,0.001354
264,13238.2,0.91376,0.48293,0.95953,0.96644,0.9532,0.97305,0.72086,1.04958,0.49215,0.93467,0.001321,0.001321,0.001321
265,13288.4,0.90769,0.47737,0.95869,0.96875,0.95548,0.97461,0.72074,1.04932,0.49291,0.93413,0.001288,0.001288,0.001288
266,13338.5,0.91181,0.47834,0.95472,0.96763,0.95548,0.97464,0.72045,1.04967,0.49309,0.93395,0.001255,0.001255,0.001255
267,13388.6,0.90619,0.47442,0.95832,0.96877,0.95605,0.97487,0.72066,1.05014,0.49277,0.93372,0.001222,0.001222,0.001222
268,13438.8,0.90384,0.47346,0.95602,0.96877,0.95605,0.97513,0.72095,1.05019,0.49329,0.93382,0.001189,0.001189,0.001189
269,13489,0.90913,0.47877,0.96185,0.96875,0.95548,0.97476,0.72135,1.04951,0.49281,0.93336,0.001156,0.001156,0.001156
270,13539.2,0.90577,0.46906,0.95627,0.96929,0.95491,0.97427,0.72147,1.04956,0.49294,0.93333,0.001123,0.001123,0.001123
271,13589.4,0.89418,0.46775,0.95002,0.96813,0.95377,0.97364,0.72116,1.05069,0.49266,0.93336,0.00109,0.00109,0.00109
272,13639.5,0.88975,0.46484,0.95097,0.96922,0.95249,0.97335,0.72028,1.05086,0.4934,0.93316,0.001057,0.001057,0.001057
273,13689.8,0.89805,0.46856,0.95191,0.97022,0.95205,0.97357,0.72122,1.0508,0.49411,0.93312,0.001024,0.001024,0.001024
274,13740,0.89751,0.47229,0.95329,0.96703,0.95434,0.97386,0.72159,1.05111,0.49431,0.93326,0.000991,0.000991,0.000991
275,13790.1,0.89342,0.46763,0.94821,0.96976,0.95184,0.97362,0.72107,1.05066,0.49401,0.93307,0.000958,0.000958,0.000958
276,13840.2,0.89004,0.46412,0.94779,0.96813,0.95377,0.97361,0.72065,1.0501,0.49476,0.93326,0.000925,0.000925,0.000925
277,13890.4,0.89376,0.46837,0.94958,0.96815,0.95434,0.97389,0.72017,1.0495,0.49319,0.93325,0.000892,0.000892,0.000892
278,13940.6,0.89818,0.46791,0.94975,0.96917,0.95102,0.97304,0.71975,1.04995,0.49362,0.93316,0.000859,0.000859,0.000859
279,13990.9,0.89704,0.46627,0.95439,0.97081,0.94921,0.97302,0.71947,1.05049,0.49395,0.93345,0.000826,0.000826,0.000826
280,14041.1,0.90094,0.46835,0.95494,0.97083,0.94967,0.97303,0.71968,1.05062,0.49474,0.93352,0.000793,0.000793,0.000793
281,14091.2,0.8857,0.4566,0.9451,0.97081,0.9493,0.97297,0.71957,1.04944,0.49447,0.93312,0.00076,0.00076,0.00076
282,14141.3,0.88638,0.45881,0.95076,0.97082,0.94944,0.97324,0.71976,1.04958,0.49381,0.9331,0.000727,0.000727,0.000727
283,14191.5,0.89145,0.4616,0.94291,0.97205,0.9492,0.97383,0.71997,1.04934,0.49478,0.93311,0.000694,0.000694,0.000694
284,14241.6,0.88106,0.46052,0.94599,0.97082,0.9494,0.9733,0.72002,1.04901,0.4943,0.93313,0.000661,0.000661,0.000661
285,14291.8,0.87603,0.45,0.94399,0.97185,0.94806,0.97334,0.72053,1.04937,0.49471,0.93334,0.000628,0.000628,0.000628
286,14342,0.88307,0.45995,0.95351,0.97079,0.94863,0.97329,0.72018,1.04987,0.49468,0.93341,0.000595,0.000595,0.000595
287,14392.2,0.877,0.45427,0.94596,0.97135,0.94838,0.9733,0.72088,1.04972,0.49426,0.93344,0.000562,0.000562,0.000562
288,14442.3,0.8758,0.45649,0.94683,0.97248,0.94796,0.97305,0.72018,1.04953,0.49413,0.93347,0.000529,0.000529,0.000529
289,14492.5,0.8731,0.45188,0.94278,0.97224,0.94806,0.97306,0.72004,1.05016,0.49376,0.93366,0.000496,0.000496,0.000496
290,14542.7,0.87888,0.45502,0.94409,0.97314,0.94635,0.97309,0.7196,1.05001,0.4935,0.93358,0.000463,0.000463,0.000463
291,14597.3,0.82761,0.38197,0.9175,0.9736,0.94721,0.97307,0.71993,1.05043,0.49365,0.93367,0.00043,0.00043,0.00043
292,14647.3,0.79952,0.367,0.90624,0.97347,0.94692,0.97305,0.72017,1.05082,0.49377,0.9338,0.000397,0.000397,0.000397
293,14697.3,0.79803,0.36258,0.90982,0.97303,0.94735,0.97281,0.72024,1.05149,0.49345,0.93404,0.000364,0.000364,0.000364
294,14747.2,0.78997,0.35924,0.90592,0.97302,0.94673,0.97278,0.71875,1.0516,0.49312,0.93417,0.000331,0.000331,0.000331
295,14797.1,0.79283,0.35722,0.90497,0.97246,0.94717,0.97277,0.71955,1.05138,0.49347,0.93405,0.000298,0.000298,0.000298
296,14847.1,0.783,0.35238,0.90395,0.97402,0.94692,0.97276,0.71925,1.05173,0.49339,0.93414,0.000265,0.000265,0.000265
297,14897,0.78938,0.35785,0.90444,0.97371,0.94635,0.9727,0.7193,1.0518,0.49391,0.93433,0.000232,0.000232,0.000232
298,14946.9,0.78373,0.35284,0.90393,0.97487,0.94635,0.9727,0.71944,1.05264,0.49426,0.93438,0.000199,0.000199,0.000199
299,14996.9,0.78253,0.35027,0.90273,0.97358,0.94658,0.97293,0.71949,1.0533,0.49396,0.93474,0.000166,0.000166,0.000166
300,15047,0.7794,0.35164,0.90168,0.97415,0.94641,0.97298,0.71879,1.0533,0.49431,0.9346,0.000133,0.000133,0.000133
